,date,author,post_tag,post_id,link
0,2023-12-18 19:03:00,Данилова Светлана Викторовна,Эккаунты,318949,https://adindex.ru/news/ek/2023/12/18/318949.phtml
1,2023-12-18 18:51:00,Петрова Мария Сергеевна,Тенденции,318946,https://adindex.ru/news/tendencies/2023/12/18/318946.phtml
2,2023-12-18 18:48:00,Сидоров Антон Владимирович,Маркетинг,318945,https://adindex.ru/news/marketing/2023/12/18/318945.phtml
3,2023-12-18 18:31:00,Андреева Анастасия Андреевна,Дизайн,318944,https://adindex.ru/news/design/2023/12/18/318944.phtml
4,2023-12-18 17:51:00,Данилова Светлана Викторовна,Креатив,318936,https://adindex.ru/news/creative/2023/12/18/318936.phtml
5,2023-12-18 16:58:00,Григорьева Людмила Григорьевна,Медиа,318923,https://adindex.ru/news/media/2023/12/18/318923.phtml
6,2023-12-18 14:32:00,Егорова Надежда Андреевна,Digital,318864,https://adindex.ru/news/digital/2023/12/18/318864.phtml
7,2023-12-18 13:51:00,Данилова Светлана Викторовна,Право,318862,https://adindex.ru/news/right/2023/12/18/318862.phtml
8,2023-12-18 13:03:00,Сидоров Антон Владимирович,Пресс-релизы,318819,https://adindex.ru/news/releases/2023/12/18/318819.phtml?erid=%202VtzqwL6AtK
9,2023-12-18 12:53:00,Васильева Екатерина Васильевна,Исследования,318849,https://adindex.ru/news/researches/2023/12/18/318849.phtml
10,2023-12-18 12:35:00,Сидоров Антон Владимирович,Исследования,318842,https://adindex.ru/news/researches/2023/12/18/318842.phtml
11,2023-12-18 11:18:00,Иванов Иван Иванович,Медиа,318818,https://adindex.ru/news/media/2023/12/18/318818.phtml
12,2023-12-18 09:43:00,Иванов Иван Иванович,Креатив,318793,https://adindex.ru/news/creative/2023/12/18/318793.phtml
13,2023-12-18 09:02:00,Иванов Иван Иванович,Тенденции,318791,https://adindex.ru/news/tendencies/2023/12/18/318791.phtml
14,2023-12-18 08:37:00,Андреева Анастасия Андреевна,Тенденции,318790,https://adindex.ru/news/tendencies/2023/12/18/318790.phtml
15,2023-12-18 07:49:00,Борисова Ольга Борисовна,Право,318789,https://adindex.ru/news/right/2023/12/18/318789.phtml
16,2023-12-18 07:29:00,Васильева Екатерина Васильевна,Маркетинг,318788,https://adindex.ru/news/marketing/2023/12/18/318788.phtml
17,2023-12-18 07:18:00,Сидоров Антон Владимирович,Тенденции,318787,https://adindex.ru/news/tendencies/2023/12/18/318787.phtml
18,2023-12-18 07:08:00,Васильева Екатерина Васильевна,Кадры,318786,https://adindex.ru/news/hr/2023/12/18/318786.phtml
19,2023-12-16 12:00:00,Андреева Анастасия Андреевна,Маркетинг,318768,https://adindex.ru/news/marketing/2023/12/15/318768.phtml
20,2023-12-15 20:25:00,Егорова Надежда Андреевна,Медиа,318741,https://adindex.ru/news/media/2023/12/15/318741.phtml
21,2023-12-15 18:48:00,Иванов Иван Иванович,Тенденции,318766,https://adindex.ru/news/tendencies/2023/12/15/318766.phtml
22,2023-12-15 16:10:00,Васильева Екатерина Васильевна,Кадры,318579,https://adindex.ru/news/hr/2023/12/15/318579.phtml
23,2023-12-15 15:57:00,Данилова Светлана Викторовна,Пресс-релизы,318575,https://adindex.ru/news/releases/2023/12/15/318575.phtml?erid=%202VtzqvJVWE7
24,2023-12-15 13:20:00,Иванов Иван Иванович,Кадры,318545,https://adindex.ru/news/hr/2023/12/15/318545.phtml
25,2023-12-15 12:34:00,Андреева Анастасия Андреевна,Медиа,318486,https://adindex.ru/news/media/2023/12/15/318486.phtml
26,2023-12-15 11:59:00,Сидоров Антон Владимирович,Пресс-релизы,318413,https://adindex.ru/news/releases/2023/12/15/318413.phtml
27,2023-12-15 11:52:00,Данилова Светлана Викторовна,Медиа,318437,https://adindex.ru/news/media/2023/12/15/318437.phtml
28,2023-12-15 11:28:00,Егорова Надежда Андреевна,Пресс-релизы,318383,https://adindex.ru/news/releases/2023/12/15/318383.phtml?erid=%202VtzqwW7tqH
29,2023-12-15 09:45:00,Петрова Мария Сергеевна,Digital,318382,https://adindex.ru/news/digital/2023/12/15/318382.phtml
30,2023-12-15 08:32:00,Данилова Светлана Викторовна,Право,318381,https://adindex.ru/news/right/2023/12/15/318381.phtml
31,2023-12-15 07:54:00,Григорьева Людмила Григорьевна,Тенденции,318379,https://adindex.ru/news/tendencies/2023/12/15/318379.phtml
32,2023-12-15 07:42:00,Егорова Надежда Андреевна,Маркетинг,318378,https://adindex.ru/news/marketing/2023/12/15/318378.phtml
33,2023-12-15 07:34:00,Борисова Ольга Борисовна,Digital,318377,https://adindex.ru/news/digital/2023/12/15/318377.phtml
34,2023-12-15 07:17:00,Васильева Екатерина Васильевна,Право,318376,https://adindex.ru/news/right/2023/12/15/318376.phtml
35,2023-12-14 19:06:00,Петрова Мария Сергеевна,Тенденции,318374,https://adindex.ru/news/tendencies/2023/12/14/318374.phtml
36,2023-12-14 18:29:00,Борисова Ольга Борисовна,Право,318373,https://adindex.ru/news/right/2023/12/14/318373.phtml
37,2023-12-14 17:31:00,Васильева Екатерина Васильевна,Креатив,318371,https://adindex.ru/news/creative/2023/12/14/318371.phtml
38,2023-12-14 16:22:00,Петрова Мария Сергеевна,Исследования,318368,https://adindex.ru/news/researches/2023/12/14/318368.phtml
39,2023-12-14 15:31:00,Иванов Иван Иванович,Кадры,318366,https://adindex.ru/news/hr/2023/12/14/318366.phtml
40,2023-12-14 13:46:00,Григорьева Людмила Григорьевна,Креатив,318361,https://adindex.ru/news/creative/2023/12/14/318361.phtml
41,2023-12-14 12:10:00,Сидоров Антон Владимирович,Тенденции,318350,https://adindex.ru/news/tendencies/2023/12/14/318350.phtml
42,2023-12-14 10:30:00,Петрова Мария Сергеевна,Маркетинг,318336,https://adindex.ru/news/marketing/2023/12/14/318336.phtml
43,2023-12-14 10:05:00,Сидоров Антон Владимирович,Право,318335,https://adindex.ru/news/right/2023/12/14/318335.phtml
44,2023-12-14 09:01:00,Данилова Светлана Викторовна,Digital,318334,https://adindex.ru/news/digital/2023/12/14/318334.phtml
45,2023-12-14 08:34:00,Жукова Ирина Ильинична,Маркетинг,318333,https://adindex.ru/news/marketing/2023/12/14/318333.phtml
46,2023-12-14 07:59:00,Борисова Ольга Борисовна,Право,318331,https://adindex.ru/news/right/2023/12/14/318331.phtml
47,2023-12-14 07:34:00,Андреева Анастасия Андреевна,Digital,318330,https://adindex.ru/news/digital/2023/12/14/318330.phtml
48,2023-12-14 07:28:00,Борисова Ольга Борисовна,Тенденции,318329,https://adindex.ru/news/tendencies/2023/12/14/318329.phtml
49,2023-12-14 07:10:00,Григорьева Людмила Григорьевна,Право,318328,https://adindex.ru/news/right/2023/12/14/318328.phtml
