,date,author,visitors,post_tag,post_id,link,views
0,2023-12-13,Сидоров Антон Владимирович,0,Тенденции,318261,https://adindex.ru/news/tendencies/2023/12/13/318261.phtml,0
1,2023-12-13,Данилова Светлана Викторовна,0,Креатив,318259,https://adindex.ru/news/creative/2023/12/13/318259.phtml,0
2,2023-12-13,Григорьева Людмила Григорьевна,0,Тенденции,318152,https://adindex.ru/news/tendencies/2023/12/13/318152.phtml,0
3,2023-12-13,Петрова Мария Сергеевна,0,Кадры,318149,https://adindex.ru/news/hr/2023/12/13/318149.phtml,0
4,2023-12-13,Жукова Ирина Ильинична,0,Кадры,318116,https://adindex.ru/news/hr/2023/12/13/318116.phtml,0
5,2023-12-13,Жукова Ирина Ильинична,0,Социальные проекты,318115,https://adindex.ru/news/social_advertising/2023/12/13/318115.phtml,0
6,2023-12-13,Борисова Ольга Борисовна,0,Пресс-релизы,317945,https://adindex.ru/news/releases/2023/12/11/317945.phtml?erid=%202VtzqxRV5X1,0
7,2023-12-13,Егорова Надежда Андреевна,0,Агентства,317957,https://adindex.ru/news/agencies/2023/12/11/317957.phtml,0
8,2023-12-13,Васильева Екатерина Васильевна,0,Тенденции,318095,https://adindex.ru/news/tendencies/2023/12/13/318095.phtml,0
9,2023-12-13,Григорьева Людмила Григорьевна,0,Право,318092,https://adindex.ru/news/right/2023/12/13/318092.phtml,0
10,2023-12-13,Андреева Анастасия Андреевна,0,Медиа,318090,https://adindex.ru/news/media/2023/12/13/318090.phtml,0
11,2023-12-13,Васильева Екатерина Васильевна,0,Тенденции,318089,https://adindex.ru/news/tendencies/2023/12/13/318089.phtml,0
12,2023-12-13,Борисова Ольга Борисовна,0,Маркетинг,318088,https://adindex.ru/news/marketing/2023/12/13/318088.phtml,0
13,2023-12-13,Андреева Анастасия Андреевна,0,Медиа,318086,https://adindex.ru/news/media/2023/12/13/318086.phtml,0
14,2023-12-13,Григорьева Людмила Григорьевна,0,Маркетинг,318084,https://adindex.ru/news/marketing/2023/12/13/318084.phtml,0
15,2023-12-13,Иванов Иван Иванович,0,Тенденции,318083,https://adindex.ru/news/tendencies/2023/12/13/318083.phtml,0
16,2023-12-13,Егорова Надежда Андреевна,0,Тенденции,318082,https://adindex.ru/news/tendencies/2023/12/13/318082.phtml,0
17,2023-12-12,Иванов Иван Иванович,0,Право,318081,https://adindex.ru/news/right/2023/12/12/318081.phtml,0
18,2023-12-12,Егорова Надежда Андреевна,0,Креатив,318080,https://adindex.ru/news/creative/2023/12/12/318080.phtml,0
19,2023-12-12,Петрова Мария Сергеевна,0,Право,318079,https://adindex.ru/news/right/2023/12/12/318079.phtml,0
20,2023-12-12,Егорова Надежда Андреевна,0,Право,318076,https://adindex.ru/news/right/2023/12/12/318076.phtml,0
21,2023-12-12,Иванов Иван Иванович,0,Социальные проекты,318017,https://adindex.ru/news/social_advertising/2023/12/12/318017.phtml,0
22,2023-12-12,Егорова Надежда Андреевна,0,Digital,317999,https://adindex.ru/news/digital/2023/12/12/317999.phtml,0
23,2023-12-12,Васильева Екатерина Васильевна,0,Исследования,317997,https://adindex.ru/news/researches/2023/12/12/317997.phtml,0
24,2023-12-12,Петрова Мария Сергеевна,0,Исследования,317995,https://adindex.ru/news/researches/2023/12/12/317995.phtml,0
25,2023-12-12,Сидоров Антон Владимирович,0,Маркетинг,317993,https://adindex.ru/news/marketing/2023/12/12/317993.phtml,0
26,2023-12-12,Григорьева Людмила Григорьевна,0,Исследования,317965,https://adindex.ru/news/researches/2023/12/12/317965.phtml,0
27,2023-12-12,Сидоров Антон Владимирович,0,Социальные проекты,317977,https://adindex.ru/news/social_advertising/2023/12/12/317977.phtml,0
28,2023-12-12,Егорова Надежда Андреевна,0,Маркетинг,317968,https://adindex.ru/news/marketing/2023/12/12/317968.phtml,0
29,2023-12-12,Григорьева Людмила Григорьевна,0,Право,317964,https://adindex.ru/news/right/2023/12/12/317964.phtml,0
30,2023-12-12,Данилова Светлана Викторовна,0,Тенденции,317963,https://adindex.ru/news/tendencies/2023/12/12/317963.phtml,0
31,2023-12-12,Борисова Ольга Борисовна,0,Digital,317961,https://adindex.ru/news/digital/2023/12/12/317961.phtml,0
32,2023-12-12,Григорьева Людмила Григорьевна,0,Тенденции,317960,https://adindex.ru/news/tendencies/2023/12/12/317960.phtml,0
33,2023-12-12,Жукова Ирина Ильинична,0,Право,317959,https://adindex.ru/news/right/2023/12/12/317959.phtml,0
34,2023-12-12,Сидоров Антон Владимирович,0,Тенденции,317958,https://adindex.ru/news/tendencies/2023/12/12/317958.phtml,0
35,2023-12-11,Петрова Мария Сергеевна,0,Digital,317948,https://adindex.ru/news/digital/2023/12/11/317948.phtml,0
36,2023-12-11,Васильева Екатерина Васильевна,0,Тенденции,317946,https://adindex.ru/news/tendencies/2023/12/11/317946.phtml,0
37,2023-12-11,Жукова Ирина Ильинична,0,Креатив,317943,https://adindex.ru/news/creative/2023/12/11/317943.phtml,0
38,2023-12-11,Григорьева Людмила Григорьевна,0,Эккаунты,317936,https://adindex.ru/news/ek/2023/12/11/317936.phtml,0
39,2023-12-11,Иванов Иван Иванович,0,Креатив,317931,https://adindex.ru/news/creative/2023/12/11/317931.phtml,0
40,2023-12-11,Петрова Мария Сергеевна,0,Маркетинг,317929,https://adindex.ru/news/marketing/2023/12/11/317929.phtml,0
41,2023-12-11,Петрова Мария Сергеевна,0,Маркетинг,317883,https://adindex.ru/news/marketing/2023/12/11/317883.phtml,0
42,2023-12-11,Григорьева Людмила Григорьевна,0,Медиа,317886,https://adindex.ru/news/media/2023/12/11/317886.phtml,0
43,2023-12-11,Петрова Мария Сергеевна,0,Креатив,317884,https://adindex.ru/news/creative/2023/12/11/317884.phtml,0
44,2023-12-11,Данилова Светлана Викторовна,0,Тенденции,317882,https://adindex.ru/news/tendencies/2023/12/11/317882.phtml,0
45,2023-12-11,Жукова Ирина Ильинична,0,Пресс-релизы,317881,https://adindex.ru/news/releases/2023/12/11/317881.phtml,0
46,2023-12-11,Иванов Иван Иванович,0,Тенденции,317879,https://adindex.ru/news/tendencies/2023/12/11/317879.phtml,0
47,2023-12-11,Андреева Анастасия Андреевна,0,Тенденции,317878,https://adindex.ru/news/tendencies/2023/12/11/317878.phtml,0
