,date,author,visitors,post_tag,post_id,link,views
0,2023-08-12,Егорова Надежда Андреевна,9064,Тенденции,317833,https://adindex.ru/news/tendencies/2023/12/8/317833.phtml,11446
1,2023-08-12,Петрова Мария Сергеевна,3853,Тенденции,317832,https://adindex.ru/news/tendencies/2023/12/8/317832.phtml,5267
2,2023-08-12,Андреева Анастасия Андреевна,12127,Эккаунты,317827,https://adindex.ru/news/ek/2023/12/8/317827.phtml,14538
3,2023-08-12,Борисова Ольга Борисовна,19293,Креатив,317825,https://adindex.ru/news/creative/2023/12/8/317825.phtml,28710
4,2023-08-12,Васильева Екатерина Васильевна,3357,Медиа,317821,https://adindex.ru/news/media/2023/12/8/317821.phtml,3467
5,2023-08-12,Андреева Анастасия Андреевна,14816,Пресс-релизы,317797,https://adindex.ru/news/releases/2023/12/7/317797.phtml?erid=%202VtzqvcpebC,19163
6,2023-08-12,Жукова Ирина Ильинична,2849,Право,317818,https://adindex.ru/news/right/2023/12/8/317818.phtml,3025
7,2023-08-12,Жукова Ирина Ильинична,1110,Исследования,317816,https://adindex.ru/news/researches/2023/12/8/317816.phtml,1345
8,2023-08-12,Борисова Ольга Борисовна,10467,Digital,317813,https://adindex.ru/news/digital/2023/12/8/317813.phtml,13729
9,2023-08-12,Борисова Ольга Борисовна,15652,Пресс-релизы,317795,https://adindex.ru/news/releases/2023/12/7/317795.phtml?erid=%202Vtzqwcfq9k,16015
10,2023-08-12,Васильева Екатерина Васильевна,11732,Тенденции,317811,https://adindex.ru/news/tendencies/2023/12/8/317811.phtml,12633
11,2023-08-12,Иванов Иван Иванович,389,Право,317810,https://adindex.ru/news/right/2023/12/8/317810.phtml,490
12,2023-08-12,Данилова Светлана Викторовна,3037,Право,317808,https://adindex.ru/news/right/2023/12/8/317808.phtml,3592
13,2023-08-12,Данилова Светлана Викторовна,5567,Право,317807,https://adindex.ru/news/right/2023/12/8/317807.phtml,7848
14,2023-08-12,Андреева Анастасия Андреевна,17600,Право,317806,https://adindex.ru/news/right/2023/12/8/317806.phtml,20300
15,2023-08-12,Егорова Надежда Андреевна,19936,Тенденции,317805,https://adindex.ru/news/tendencies/2023/12/8/317805.phtml,21734
16,2023-08-12,Григорьева Людмила Григорьевна,13246,Право,317804,https://adindex.ru/news/right/2023/12/8/317804.phtml,16786
17,2023-07-12,Данилова Светлана Викторовна,644,Тенденции,317802,https://adindex.ru/news/tendencies/2023/12/7/317802.phtml,674
18,2023-07-12,Иванов Иван Иванович,4989,Социальные проекты,317801,https://adindex.ru/news/social_advertising/2023/12/7/317801.phtml,7075
19,2023-07-12,Григорьева Людмила Григорьевна,1825,Пресс-релизы,317796,https://adindex.ru/news/releases/2023/12/7/317796.phtml?erid=%202VtzqwzZA18,1986
20,2023-07-12,Борисова Ольга Борисовна,9127,Дизайн,317798,https://adindex.ru/news/design/2023/12/7/317798.phtml,9603
21,2023-07-12,Иванов Иван Иванович,6865,Пресс-релизы,317472,https://adindex.ru/news/releases/2023/11/27/317472.phtml?erid=%202VtzqwZHP6Z,7197
22,2023-07-12,Данилова Светлана Викторовна,2542,Тенденции,317783,https://adindex.ru/news/tendencies/2023/12/7/317783.phtml,2672
23,2023-07-12,Григорьева Людмила Григорьевна,17706,Пресс-релизы,317745,https://adindex.ru/news/releases/2023/12/6/317745.phtml,23587
24,2023-07-12,Петрова Мария Сергеевна,9330,Пресс-релизы,317754,https://adindex.ru/news/releases/2023/12/6/317754.phtml?erid=%202Vtzqx3mZtn,13416
25,2023-07-12,Борисова Ольга Борисовна,562,Право,317772,https://adindex.ru/news/right/2023/12/7/317772.phtml,840
26,2023-07-12,Борисова Ольга Борисовна,17190,Маркетинг,317771,https://adindex.ru/news/marketing/2023/12/7/317771.phtml,19702
27,2023-07-12,Жукова Ирина Ильинична,18098,Тенденции,317770,https://adindex.ru/news/tendencies/2023/12/7/317770.phtml,26872
28,2023-07-12,Григорьева Людмила Григорьевна,14362,Пресс-релизы,317766,https://adindex.ru/news/releases/2023/12/7/317766.phtml?erid=2VtzqwcZmx6,20746
29,2023-07-12,Андреева Анастасия Андреевна,6743,Рекламные бюджеты,317768,https://adindex.ru/news/ad_budjet/2023/12/7/317768.phtml,8030
30,2023-07-12,Борисова Ольга Борисовна,5519,Тенденции,317765,https://adindex.ru/news/tendencies/2023/12/7/317765.phtml,6799
31,2023-07-12,Григорьева Людмила Григорьевна,3937,Маркетинг,317762,https://adindex.ru/news/marketing/2023/12/7/317762.phtml,4804
32,2023-07-12,Борисова Ольга Борисовна,17413,Право,317763,https://adindex.ru/news/right/2023/12/7/317763.phtml,19249
33,2023-07-12,Данилова Светлана Викторовна,5046,Маркетинг,317761,https://adindex.ru/news/marketing/2023/12/7/317761.phtml,6005
34,2023-07-12,Егорова Надежда Андреевна,17041,Право,317760,https://adindex.ru/news/right/2023/12/7/317760.phtml,18325
35,2023-07-12,Петрова Мария Сергеевна,9311,Право,317759,https://adindex.ru/news/right/2023/12/7/317759.phtml,12222
36,2023-07-12,Жукова Ирина Ильинична,1666,Медиа,317758,https://adindex.ru/news/media/2023/12/7/317758.phtml,1702
