,date,author,visitors,post_tag,post_id,link,views
0,2023-08-12,Петрова Мария Сергеевна,15564,Тенденции,317833,https://adindex.ru/news/tendencies/2023/12/8/317833.phtml,18289
1,2023-08-12,Сидоров Антон Владимирович,11916,Тенденции,317832,https://adindex.ru/news/tendencies/2023/12/8/317832.phtml,16954
2,2023-08-12,Иванов Иван Иванович,19811,Эккаунты,317827,https://adindex.ru/news/ek/2023/12/8/317827.phtml,25807
3,2023-08-12,Иванов Иван Иванович,6453,Креатив,317825,https://adindex.ru/news/creative/2023/12/8/317825.phtml,8013
4,2023-08-12,Борисова Ольга Борисовна,16229,Медиа,317821,https://adindex.ru/news/media/2023/12/8/317821.phtml,22948
5,2023-08-12,Сидоров Антон Владимирович,15167,Пресс-релизы,317797,https://adindex.ru/news/releases/2023/12/7/317797.phtml?erid=%202VtzqvcpebC,16066
6,2023-08-12,Васильева Екатерина Васильевна,16274,Право,317818,https://adindex.ru/news/right/2023/12/8/317818.phtml,18897
7,2023-08-12,Васильева Екатерина Васильевна,12521,Исследования,317816,https://adindex.ru/news/researches/2023/12/8/317816.phtml,13533
8,2023-08-12,Андреева Анастасия Андреевна,6201,Digital,317813,https://adindex.ru/news/digital/2023/12/8/317813.phtml,6938
9,2023-08-12,Иванов Иван Иванович,5053,Пресс-релизы,317795,https://adindex.ru/news/releases/2023/12/7/317795.phtml?erid=%202Vtzqwcfq9k,6549
10,2023-08-12,Жукова Ирина Ильинична,14854,Тенденции,317811,https://adindex.ru/news/tendencies/2023/12/8/317811.phtml,16189
11,2023-08-12,Жукова Ирина Ильинична,11067,Право,317810,https://adindex.ru/news/right/2023/12/8/317810.phtml,14733
12,2023-08-12,Жукова Ирина Ильинична,9208,Право,317808,https://adindex.ru/news/right/2023/12/8/317808.phtml,13532
13,2023-08-12,Васильева Екатерина Васильевна,11750,Право,317807,https://adindex.ru/news/right/2023/12/8/317807.phtml,14297
14,2023-08-12,Иванов Иван Иванович,4880,Право,317806,https://adindex.ru/news/right/2023/12/8/317806.phtml,6023
15,2023-08-12,Петрова Мария Сергеевна,7286,Тенденции,317805,https://adindex.ru/news/tendencies/2023/12/8/317805.phtml,9404
16,2023-08-12,Борисова Ольга Борисовна,7285,Право,317804,https://adindex.ru/news/right/2023/12/8/317804.phtml,10757
17,2023-07-12,Васильева Екатерина Васильевна,19260,Тенденции,317802,https://adindex.ru/news/tendencies/2023/12/7/317802.phtml,22881
18,2023-07-12,Григорьева Людмила Григорьевна,1250,Социальные проекты,317801,https://adindex.ru/news/social_advertising/2023/12/7/317801.phtml,1522
19,2023-07-12,Андреева Анастасия Андреевна,9161,Пресс-релизы,317796,https://adindex.ru/news/releases/2023/12/7/317796.phtml?erid=%202VtzqwzZA18,9376
20,2023-07-12,Сидоров Антон Владимирович,10254,Дизайн,317798,https://adindex.ru/news/design/2023/12/7/317798.phtml,14748
21,2023-07-12,Жукова Ирина Ильинична,8003,Пресс-релизы,317472,https://adindex.ru/news/releases/2023/11/27/317472.phtml?erid=%202VtzqwZHP6Z,10793
22,2023-07-12,Васильева Екатерина Васильевна,3845,Тенденции,317783,https://adindex.ru/news/tendencies/2023/12/7/317783.phtml,5148
