,date,author,visitors,post_tag,post_id,link,views
0,2023-08-12,Григорьева Людмила Григорьевна,10164,Тенденции,317833,https://adindex.ru/news/tendencies/2023/12/8/317833.phtml,11293
1,2023-08-12,Иванов Иван Иванович,2021,Тенденции,317832,https://adindex.ru/news/tendencies/2023/12/8/317832.phtml,2709
2,2023-08-12,Петрова Мария Сергеевна,3934,Эккаунты,317827,https://adindex.ru/news/ek/2023/12/8/317827.phtml,4594
3,2023-08-12,Данилова Светлана Викторовна,1215,Креатив,317825,https://adindex.ru/news/creative/2023/12/8/317825.phtml,1574
4,2023-08-12,Григорьева Людмила Григорьевна,5576,Медиа,317821,https://adindex.ru/news/media/2023/12/8/317821.phtml,7901
5,2023-08-12,Сидоров Антон Владимирович,17813,Пресс-релизы,317797,https://adindex.ru/news/releases/2023/12/7/317797.phtml?erid=%202VtzqvcpebC,25565
6,2023-08-12,Данилова Светлана Викторовна,19303,Право,317818,https://adindex.ru/news/right/2023/12/8/317818.phtml,21863
7,2023-08-12,Данилова Светлана Викторовна,1096,Исследования,317816,https://adindex.ru/news/researches/2023/12/8/317816.phtml,1238
8,2023-08-12,Данилова Светлана Викторовна,10080,Digital,317813,https://adindex.ru/news/digital/2023/12/8/317813.phtml,12653
9,2023-08-12,Андреева Анастасия Андреевна,4390,Пресс-релизы,317795,https://adindex.ru/news/releases/2023/12/7/317795.phtml?erid=%202Vtzqwcfq9k,5833
10,2023-08-12,Андреева Анастасия Андреевна,14005,Тенденции,317811,https://adindex.ru/news/tendencies/2023/12/8/317811.phtml,17748
11,2023-08-12,Иванов Иван Иванович,14838,Право,317810,https://adindex.ru/news/right/2023/12/8/317810.phtml,19456
12,2023-08-12,Григорьева Людмила Григорьевна,3963,Право,317808,https://adindex.ru/news/right/2023/12/8/317808.phtml,4282
13,2023-08-12,Андреева Анастасия Андреевна,16357,Право,317807,https://adindex.ru/news/right/2023/12/8/317807.phtml,17235
14,2023-08-12,Петрова Мария Сергеевна,11463,Право,317806,https://adindex.ru/news/right/2023/12/8/317806.phtml,14316
15,2023-08-12,Данилова Светлана Викторовна,17000,Тенденции,317805,https://adindex.ru/news/tendencies/2023/12/8/317805.phtml,21546
16,2023-08-12,Васильева Екатерина Васильевна,16789,Право,317804,https://adindex.ru/news/right/2023/12/8/317804.phtml,22173
17,2023-07-12,Борисова Ольга Борисовна,1657,Тенденции,317802,https://adindex.ru/news/tendencies/2023/12/7/317802.phtml,2275
18,2023-07-12,Григорьева Людмила Григорьевна,5676,Социальные проекты,317801,https://adindex.ru/news/social_advertising/2023/12/7/317801.phtml,6059
19,2023-07-12,Егорова Надежда Андреевна,10263,Пресс-релизы,317796,https://adindex.ru/news/releases/2023/12/7/317796.phtml?erid=%202VtzqwzZA18,13200
20,2023-07-12,Жукова Ирина Ильинична,358,Дизайн,317798,https://adindex.ru/news/design/2023/12/7/317798.phtml,534
21,2023-07-12,Жукова Ирина Ильинична,4004,Пресс-релизы,317472,https://adindex.ru/news/releases/2023/11/27/317472.phtml?erid=%202VtzqwZHP6Z,5180
22,2023-07-12,Васильева Екатерина Васильевна,8890,Тенденции,317783,https://adindex.ru/news/tendencies/2023/12/7/317783.phtml,13121
23,2023-07-12,Борисова Ольга Борисовна,6403,Пресс-релизы,317745,https://adindex.ru/news/releases/2023/12/6/317745.phtml,8792
24,2023-07-12,Жукова Ирина Ильинична,14134,Пресс-релизы,317754,https://adindex.ru/news/releases/2023/12/6/317754.phtml?erid=%202Vtzqx3mZtn,18821
25,2023-07-12,Петрова Мария Сергеевна,15541,Право,317772,https://adindex.ru/news/right/2023/12/7/317772.phtml,19003
26,2023-07-12,Егорова Надежда Андреевна,4357,Маркетинг,317771,https://adindex.ru/news/marketing/2023/12/7/317771.phtml,4990
27,2023-07-12,Васильева Екатерина Васильевна,12610,Тенденции,317770,https://adindex.ru/news/tendencies/2023/12/7/317770.phtml,17117
28,2023-07-12,Данилова Светлана Викторовна,16527,Пресс-релизы,317766,https://adindex.ru/news/releases/2023/12/7/317766.phtml?erid=2VtzqwcZmx6,23212
29,2023-07-12,Жукова Ирина Ильинична,14107,Рекламные бюджеты,317768,https://adindex.ru/news/ad_budjet/2023/12/7/317768.phtml,17597
30,2023-07-12,Григорьева Людмила Григорьевна,16809,Тенденции,317765,https://adindex.ru/news/tendencies/2023/12/7/317765.phtml,17924
31,2023-07-12,Иванов Иван Иванович,1022,Маркетинг,317762,https://adindex.ru/news/marketing/2023/12/7/317762.phtml,1214
32,2023-07-12,Иванов Иван Иванович,12943,Право,317763,https://adindex.ru/news/right/2023/12/7/317763.phtml,14397
33,2023-07-12,Егорова Надежда Андреевна,4078,Маркетинг,317761,https://adindex.ru/news/marketing/2023/12/7/317761.phtml,4707
34,2023-07-12,Жукова Ирина Ильинична,12156,Право,317760,https://adindex.ru/news/right/2023/12/7/317760.phtml,14322
35,2023-07-12,Егорова Надежда Андреевна,5402,Право,317759,https://adindex.ru/news/right/2023/12/7/317759.phtml,7835
36,2023-07-12,Андреева Анастасия Андреевна,6968,Медиа,317758,https://adindex.ru/news/media/2023/12/7/317758.phtml,9696
37,2023-06-12,Андреева Анастасия Андреевна,2815,Тенденции,317756,https://adindex.ru/news/tendencies/2023/12/6/317756.phtml,3984
38,2023-06-12,Сидоров Антон Владимирович,6499,Исследования,317755,https://adindex.ru/news/researches/2023/12/6/317755.phtml,6867
39,2023-06-12,Андреева Анастасия Андреевна,17896,Пресс-релизы,317744,https://adindex.ru/news/releases/2023/12/6/317744.phtml?erid=%202VtzqwZJzhY,18639
40,2023-06-12,Данилова Светлана Викторовна,9844,Digital,317746,https://adindex.ru/news/digital/2023/12/6/317746.phtml,11785
41,2023-06-12,Егорова Надежда Андреевна,6961,Агентства,317738,https://adindex.ru/news/agencies/2023/12/6/317738.phtml,8748
42,2023-06-12,Борисова Ольга Борисовна,1331,Пресс-релизы,317691,https://adindex.ru/news/releases/2023/12/5/317691.phtml?erid=%202VtzqvBeAHp,1961
43,2023-06-12,Жукова Ирина Ильинична,3413,Рекламные бюджеты,317739,https://adindex.ru/news/ad_budjet/2023/12/6/317739.phtml,4712
44,2023-06-12,Борисова Ольга Борисовна,7153,Исследования,317721,https://adindex.ru/news/researches/2023/12/6/317721.phtml,9377
45,2023-06-12,Жукова Ирина Ильинична,15515,Digital,317720,https://adindex.ru/news/digital/2023/12/6/317720.phtml,17301
46,2023-06-12,Борисова Ольга Борисовна,2609,Маркетинг,317719,https://adindex.ru/news/marketing/2023/12/6/317719.phtml,3500
47,2023-06-12,Сидоров Антон Владимирович,1440,Digital,317718,https://adindex.ru/news/digital/2023/12/6/317718.phtml,1629
48,2023-06-12,Сидоров Антон Владимирович,5624,Право,317717,https://adindex.ru/news/right/2023/12/6/317717.phtml,6320
49,2023-06-12,Жукова Ирина Ильинична,16768,Маркетинг,317715,https://adindex.ru/news/marketing/2023/12/6/317715.phtml,22537
50,2023-06-12,Иванов Иван Иванович,16289,Тенденции,317714,https://adindex.ru/news/tendencies/2023/12/6/317714.phtml,19822
51,2023-06-12,Егорова Надежда Андреевна,12501,Право,317712,https://adindex.ru/news/right/2023/12/6/317712.phtml,17148
52,2023-06-12,Иванов Иван Иванович,9914,Право,317711,https://adindex.ru/news/right/2023/12/6/317711.phtml,10530
53,2023-06-12,Иванов Иван Иванович,3272,Маркетинг,317710,https://adindex.ru/news/marketing/2023/12/6/317710.phtml,4255
54,2023-06-12,Данилова Светлана Викторовна,4718,Digital,317709,https://adindex.ru/news/digital/2023/12/6/317709.phtml,6095
55,2023-06-12,Жукова Ирина Ильинична,6023,Маркетинг,317708,https://adindex.ru/news/marketing/2023/12/6/317708.phtml,8365
